treatment,BaselineSteps,PostSteps,StepChange
0,42894,68114,25220
0,88447,110894,22447
1,35917,81773,45856
1,75199,105098,29899
1,13037,48205,35168
1,107709,119073,11364
0,77026,78753,1727
0,34746,77852,43106
1,59058,88122,29064
1,130208,163384,33176
1,42488,85222,42734
0,118651,163810,45159
0,40840,61398,20558
1,97633,100353,2720
0,129585,131316,1731
1,30000,58824,28824
0,62838,99589,36751
1,69125,73511,4386
1,39343,59144,19801
1,25634,26388,754
0,23600,36976,13376
1,23393,23923,530
0,82093,93873,11780
1,60185,102713,42528
1,118079,146930,28851
0,19420,52619,33199
0,104991,134985,29994
0,60246,92796,32550
1,17000,55397,38397
0,53761,63850,10089
1,12250,15562,3312
1,55532,88871,33339
1,167293,184171,16878
0,20156,55448,35292
0,179658,205199,25541
0,72691,107309,34618
0,88136,90493,2357
0,195412,221133,25721
1,15000,49643,34643
1,110569,111831,1262
1,25017,71023,46006
1,19019,66992,47973
0,31087,80571,49484
0,76605,110989,34384
0,72150,87455,15305
1,59000,69906,10906
0,130000,148266,18266
0,34449,62439,27990
0,51199,92108,40909
0,23726,56382,32656
1,70912,85383,14471
1,17365,24959,7594
0,111434,157783,46349
1,20044,63233,43189
1,150000,190954,40954
0,113832,154996,41164
1,20766,66179,45413
0,44178,58691,14513
0,111201,142206,31005
0,117786,125289,7503
1,77761,124565,46804
1,60826,66961,6135
0,105984,131868,25884
0,70713,106295,35582
1,83643,121397,37754
0,63670,109174,45504
0,87903,100736,12833
1,50229,82798,32569
1,46992,81481,34489
1,34573,70325,35752
0,23796,66689,42893
1,73576,106058,32482
0,85941,123166,37225
0,30064,79515,49451
1,171000,211011,40011
1,116945,133435,16490
0,69453,92547,23094
1,121067,137652,16585
0,146510,185224,38714
0,22871,52915,30044
1,50000,72191,22191
1,18853,53429,34576
1,98216,122466,24250
0,96524,117124,20600
0,95748,103343,7595
0,19001,55395,36394
0,13700,48420,34720
1,95444,137695,42251
1,120031,165421,45390
1,59490,81172,21682
1,66022,114247,48225
1,115716,133636,17920
0,78323,111989,33666
0,14180,38134,23954
1,91869,137578,45709
1,44259,64233,19974
1,57622,96989,39367
1,113008,144258,31250
0,31961,49103,17142
0,11591,16644,5053
0,75231,89275,14044
1,35744,75155,39411
1,48253,57734,9481
1,98000,140495,42495
0,87102,110785,23683
0,28043,56330,28287
1,17344,62027,44683
0,102660,119808,17148
1,186380,214446,28066
1,13000,43426,30426
1,19000,40464,21464
0,17237,30942,13705
1,65000,99591,34591
1,28941,46973,18032
1,90822,130111,39289
0,89140,131529,42389
1,175359,179411,4052
0,44809,50101,5292
1,54247,100073,45826
0,68812,72905,4093
0,36999,69650,32651
1,75453,97406,21953
0,146006,188147,42141
1,18543,36899,18356
1,104000,138787,34787
1,45551,90119,44568
0,46494,73493,26999
1,85255,85881,626
0,121320,132787,11467
0,51929,73673,21744
1,37289,57968,20679
1,40000,74723,34723
1,48000,84910,36910
0,72860,115011,42151
1,16000,44278,28278
1,23734,55152,31418
0,73479,87549,14070
0,14433,53850,39417
0,85193,118587,33394
1,18152,30447,12295
1,20461,24508,4047
1,52600,101965,49365
1,32096,32536,440
0,61126,89634,28508
0,101627,105029,3402
1,32000,62228,30228
1,80403,129934,49531
0,117263,165823,48560
0,59484,74188,14704
1,90000,114720,24720
1,72455,103155,30700
1,21000,65295,44295
0,35309,71656,36347
0,83079,121259,38180
1,31000,78669,47669
1,22641,39497,16856
0,81127,118308,37181
1,64234,65260,1026
1,36169,63084,26915
1,94000,98295,4295
0,71333,117490,46157
1,24225,48859,24634
0,36936,64206,27270
0,11648,12195,547
0,46871,89431,42560
0,19000,59015,40015
1,30853,40453,9600
0,54178,82345,28167
1,34000,54047,20047
1,102482,140688,38206
0,77769,105129,27360
1,133000,163049,30049
1,77500,111260,33760
0,152246,175854,23608
0,18077,41443,23366
1,60778,96735,35957
0,77369,95140,17771
1,134000,167486,33486
0,108247,132090,23843
0,134668,159143,24475
0,12815,56230,43415
1,72139,94068,21929
0,78436,99294,20858
0,104104,106751,2647
1,11409,42990,31581
0,160102,169086,8984
1,33457,73318,39861
1,46516,63902,17386
0,49995,55163,5168
0,23860,64227,40367
1,116382,118212,1830
1,125530,149310,23780
1,49381,58159,8778
0,25468,36558,11090
0,29239,51683,22444
0,87825,98705,10880
1,51000,57655,6655
1,63504,99427,35923
0,53427,85871,32444
0,54564,85636,31072
1,47100,50378,3278
1,33518,71151,37633
0,85940,131099,45159
0,118945,162738,43793
0,48604,94631,46027
0,31020,55681,24661
1,46017,71794,25777
1,21629,62119,40490
1,90413,127392,36979
0,46088,81167,35079
0,12316,39660,27344
1,40278,76051,35773
1,14473,47211,32738
1,17514,38565,21051
1,47460,85855,38395
1,169306,173326,4020
1,100977,125240,24263
0,36821,69487,32666
1,96403,128471,32068
1,24000,27960,3960
0,36275,52060,15785
0,20716,39392,18676
0,109899,144864,34965
1,40055,47005,6950
0,102487,138969,36482
1,88500,133480,44980
0,15610,32128,16518
0,58479,91208,32729
1,73500,104087,30587
0,91939,113453,21514
0,43342,54594,11252
1,108864,149683,40819
0,75307,110367,35060
0,125540,130407,4867
1,17122,26587,9465
1,30953,45324,14371
0,30697,63503,32806
1,34205,54312,20107
0,77264,122675,45411
0,47870,89243,41373
1,17643,57360,39717
0,89530,112925,23395
0,43095,64693,21598
0,71235,81147,9912
0,71800,83220,11420
1,80509,103571,23062
0,76433,108672,32239
1,87768,123026,35258
0,50791,84013,33222
1,20804,57299,36495
1,10043,19964,9921
1,73773,94564,20791
1,23658,67136,43478
0,53052,96830,43778
1,63804,81251,17447
0,78145,96196,18051
1,10122,52923,42801
1,25000,29825,4825
0,131995,155771,23776
0,98297,132626,34329
0,32600,57465,24865
1,165286,181295,16009
1,60000,79444,19444
0,93730,124185,30455
1,153044,161715,8671
0,48982,50951,1969
0,32220,41612,9392
0,126756,149383,22627
0,68112,84352,16240
0,92000,141810,49810
1,35940,71904,35964
0,164240,210949,46709
1,176072,197179,21107
0,31377,76418,45041
0,50614,64522,13908
1,58989,107914,48925
1,56563,99429,42866
0,89775,126689,36914
1,115571,117492,1921
1,25382,47622,22240
1,114105,148930,34825
0,57148,69277,12129
0,28623,66765,38142
1,97382,111664,14282
1,76000,92467,16467
0,44210,69280,25070
0,76000,101136,25136
1,46000,62853,16853
0,64093,76273,12180
1,42327,43685,1358
0,64580,72657,8077
1,140029,182335,42306
0,26098,70343,44245
1,195000,206060,11060
1,125268,164990,39722
1,74880,79404,4524
1,10173,48706,38533
0,93366,125606,32240
0,30629,62473,31844
0,161018,202233,41215
0,54902,78873,23971
0,72290,73115,825
1,23196,23980,784
1,42671,46829,4158
0,31465,64878,33413
0,186507,187953,1446
0,39075,69089,30014
1,45639,72428,26789
1,80800,106843,26043
1,70280,119280,49000
0,36793,83153,46360
0,30211,61008,30797
1,19198,43984,24786
0,156470,157295,825
0,122929,160286,37357
1,41009,59790,18781
1,134929,157581,22652
1,34676,68010,33334
0,28112,50731,22619
1,63000,74060,11060
1,18850,38519,19669
0,127483,129251,1768
1,176823,199054,22231
1,102335,126825,24490
0,60254,69830,9576
1,28753,43880,15127
1,84506,133677,49171
1,129572,158187,28615
1,41000,43805,2805
0,48714,59854,11140
0,105865,145214,39349
0,136340,177053,40713
0,33119,66264,33145
0,40221,80217,39996
0,28205,65819,37614
1,63638,67279,3641
0,90988,119221,28233
1,48000,92084,44084
1,80664,119759,39095
1,52000,97141,45141
0,23516,50024,26508
0,91427,138040,46613
1,68775,73116,4341
0,101038,138361,37323
1,83433,84325,892
1,65668,111526,45858
1,65000,102154,37154
0,98461,107572,9111
0,61186,67189,6003
0,99033,139598,40565
0,89326,104773,15447
1,12601,38131,25530
0,121625,123355,1730
0,75479,95058,19579
1,89094,131882,42788
1,14472,30740,16268
0,142037,164622,22585
1,57063,67422,10359
0,70478,73023,2545
1,39000,83297,44297
0,88318,122856,34538
0,22700,46929,24229
0,41213,62084,20871
0,17770,65961,48191
1,54484,73616,19132
1,42456,75406,32950
1,11500,12491,991
0,75415,80071,4656
1,22700,59570,36870
0,10189,10800,611
1,95715,99857,4142
0,50250,67940,17690
1,77000,107976,30976
0,199938,215286,15348
0,24892,25298,406
1,65326,66633,1307
1,81615,95663,14048
0,22871,66887,44016
0,30169,57011,26842
0,97427,100326,2899
1,46309,91555,45246
1,150550,177333,26783
1,63023,110754,47731
1,75000,76926,1926
0,112098,114961,2863
0,120000,169531,49531
0,150348,152569,2221
1,10919,56898,45979
1,96659,114100,17441
1,41039,56736,15697
0,145250,162616,17366
1,50200,82765,32565
0,101912,137657,35745
1,38719,71292,32573
0,80820,119363,38543
1,119377,142042,22665
0,27679,32352,4673
0,171721,175732,4011
1,61198,99018,37820
1,39332,83919,44587
1,15382,54835,39453
1,11937,52868,40931
0,35887,83484,47597
1,63136,80141,17005
1,54868,81170,26302
0,29276,64526,35250
0,14846,23819,8973
0,29412,70280,40868
0,97396,109416,12020
0,37184,68180,30996
1,46226,51571,5345
0,122310,156374,34064
1,59827,100549,40722
1,109000,118921,9921
0,92495,99358,6863
0,60054,69495,9441
1,106600,139394,32794
0,102200,126015,23815
1,67646,96949,29303
0,78190,128137,49947
1,34937,71939,37002
0,25969,70281,44312
0,158020,189187,31167
0,115378,130713,15335
0,71904,72628,724
0,43086,83637,40551
0,150000,182743,32743
1,56953,61955,5002
0,142131,160215,18084
0,80703,100904,20201
1,36453,37996,1543
1,114043,130837,16794
1,90480,115886,25406
1,17201,58584,41383
1,17555,26566,9011
1,21000,26481,5481
1,89034,133878,44844
0,78200,112474,34274
0,59297,68845,9548
0,39977,42493,2516
0,129936,164125,34189
0,54946,61656,6710
1,35137,49863,14726
1,58591,67689,9098
0,107418,155343,47925
0,57668,84510,26842
0,56348,93482,37134
1,15812,64606,48794
1,136844,165644,28800
0,55807,81456,25649
0,120692,149923,29231
0,49622,76087,26465
0,60107,94193,34086
1,110263,150311,40048
0,150387,191030,40643
1,34116,38043,3927
0,12291,59065,46774
1,154676,187269,32593
1,97394,131703,34309
1,168724,204228,35504
0,55366,72790,17424
0,73266,78305,5039
1,59000,92175,33175
0,17768,23886,6118
0,82375,97734,15359
1,134203,135842,1639
0,118487,153198,34711
1,143955,192426,48471
0,105510,141534,36024
1,34297,60888,26591
0,27603,52370,24767
1,89000,92164,3164
0,80283,99708,19425
0,130427,146124,15697
1,170000,206118,36118
0,49330,78054,28724
0,138172,187487,49315
1,30000,66551,36551
0,17019,17348,329
1,68989,109061,40072
0,91786,140103,48317
0,16648,19742,3094
0,38663,79126,40463
1,56767,66084,9317
1,149873,191382,41509
1,160089,187475,27386
0,74347,115785,41438
0,53696,76412,22716
1,184244,208351,24107
1,33168,78070,44902
0,57799,84178,26379
1,40468,66374,25906
0,12576,16594,4018
0,52185,57970,5785
1,92549,125839,33290
0,113124,117628,4504
1,91000,129932,38932
0,16345,42675,26330
0,130262,163369,33107
0,79550,96281,16731
1,42029,60233,18204
1,94349,116764,22415
0,17906,19904,1998
1,20437,58873,38436
0,141740,148681,6941
1,152970,195202,42232
1,70850,84447,13597
0,90262,115962,25700
0,68587,105048,36461
1,54302,59286,4984
0,86937,134689,47752
1,98085,106114,8029
1,97155,106287,9132
1,103657,110101,6444
0,37190,83431,46241
0,163219,166218,2999
0,70661,98601,27940
1,50377,51775,1398
1,99600,148215,48615
1,60817,64114,3297
1,137000,184415,47415
1,90010,132964,42954
1,148513,151290,2777
0,98927,148277,49350
0,139037,174431,35394
0,126107,168635,42528
0,32401,61426,29025
1,48000,69377,21377
1,56530,77168,20638
1,98224,136120,37896
1,51055,79083,28028
0,135164,152351,17187
0,47120,48932,1812
0,10643,60324,49681
0,138014,142895,4881
0,76077,110799,34722
1,107206,123979,16773
0,93954,97426,3472
1,98068,139639,41571
1,120000,129897,9897
0,83878,123909,40031
1,29765,76392,46627
0,128659,144931,16272
1,91298,132643,41345
0,43099,70636,27537
1,31198,44666,13468
1,51760,83886,32126
0,32454,47160,14706
0,44511,67378,22867
0,55297,95593,40296
0,79396,104869,25473
1,14000,31064,17064
1,97000,145458,48458
0,76985,105361,28376
0,75675,89694,14019
0,61766,85886,24120
0,92781,107944,15163
0,28300,38928,10628
0,14578,58149,43571
0,146182,192374,46192
0,40806,70636,29830
1,30107,41013,10906
0,102985,130619,27634
0,137540,171991,34451
0,89253,131151,41898
0,51056,51819,763
0,72053,96310,24257
1,54572,74810,20238
1,32612,61911,29299
0,102159,131624,29465
1,42000,74518,32518
0,118029,143568,25539
1,50195,59302,9107
1,27433,73703,46270
0,40269,60189,19920
1,58950,102792,43842
0,96878,123718,26840
1,11289,23070,11781
1,160885,194092,33207
0,20973,23793,2820
1,97000,117396,20396
0,84736,85218,482
1,42000,51456,9456
0,71713,71737,24
1,22667,23735,1068
0,71458,87993,16535
1,62886,110894,48008
1,110156,127941,17785
0,142014,167806,25792
1,38500,52028,13528
0,28091,55269,27178
0,150000,184389,34389
0,21528,21590,62
1,52000,63233,11233
0,86407,116336,29929
0,38117,85543,47426
0,35400,57361,21961
1,49519,77437,27918
1,19511,28128,8617
1,43296,84760,41464
0,41781,46626,4845
0,115692,116208,516
1,81000,130958,49958
1,72013,109943,37930
1,70185,91140,20955
1,52487,64375,11888
0,54774,84198,29424
0,44126,92198,48072
1,31400,58917,27517
1,65601,81249,15648
0,24707,55544,30837
0,61100,99417,38317
0,126310,148355,22045
1,25119,32926,7807
0,84500,95565,11065
1,63285,85831,22546
1,180000,218420,38420
0,35387,47637,12250
1,24014,35226,11212
0,188512,204225,15713
1,29636,55804,26168
0,44519,80116,35597
0,171013,211565,40552
0,88618,114714,26096
1,60000,108799,48799
1,77781,116433,38652
1,135757,139882,4125
1,53881,63980,10099
0,90224,132398,42174
0,189978,210603,20625
1,125920,149529,23609
0,89362,119573,30211
1,133458,143217,9759
0,85715,121869,36154
0,148000,161417,13417
0,13402,60735,47333
1,34081,65761,31680
0,62000,84265,22265
0,184198,222606,38408
1,40263,78304,38041
1,94090,123209,29119
0,80385,127357,46972
1,71644,115630,43986
1,59326,72719,13393
0,184080,210594,26514
1,80974,100199,19225
1,47647,72518,24871
1,63657,73204,9547
1,180090,215801,35711
0,32796,56312,23516
0,85204,93053,7849
0,30109,79967,49858
0,150377,165450,15073
0,65892,68613,2721
0,55147,71573,16426
0,197000,213263,16263
0,66062,67034,972
1,14309,46927,32618
1,60000,94762,34762
1,82813,119109,36296
1,126000,172032,46032
0,100137,146401,46264
0,121955,125414,3459
0,14103,30926,16823
1,79344,128394,49050
0,40019,64526,24507
0,99406,116568,17162
1,20000,47456,27456
0,140757,185249,44492
0,53399,54487,1088
0,30563,76408,45845
1,32320,56068,23748
1,16200,46180,29980
0,20670,33941,13271
0,31363,74074,42711
0,113627,154626,40999
0,13780,54726,40946
1,75000,90566,15566
0,50539,97806,47267
1,25210,51390,26180
1,52103,57539,5436
1,111232,122330,11098
1,114622,121564,6942
1,18684,43210,24526
1,25163,70801,45638
0,44729,88610,43881
0,46311,52539,6228
1,106000,147591,41591
1,63168,90115,26947
1,17000,31163,14163
1,67778,107643,39865
0,10460,59563,49103
1,101301,109237,7936
1,62148,104744,42596
1,73520,73889,369
0,155637,201762,46125
0,64580,111085,46505
1,129500,156641,27141
1,35475,67435,31960
1,34164,68548,34384
1,36339,53436,17097
0,57227,79083,21856
1,68200,72122,3922
1,104159,144402,40243
1,76104,79602,3498
0,30115,48517,18402
0,53538,80053,26515
1,21727,69189,47462
0,140149,158150,18001
1,28593,70555,41962
1,48385,78150,29765
1,142821,172773,29952
1,29957,78555,48598
0,38000,60077,22077
1,139492,167008,27516
0,59000,70189,11189
1,62000,109967,47967
1,196000,227300,31300
0,10276,59926,49650
1,108466,119707,11241
0,10770,40024,29254
0,70022,103592,33570
0,125124,137256,12132
0,26428,53258,26830
1,175000,214544,39544
0,139893,188132,48239
1,38271,59952,21681
0,126429,139361,12932
0,87170,103543,16373
0,11126,59806,48680
1,116299,161535,45236
1,157911,157987,76
0,120564,150723,30159
0,13149,60313,47164
0,112456,126263,13807
0,11463,39143,27680
1,41341,63909,22568
0,31126,37627,6501
1,79927,106926,26999
0,57085,87544,30459
1,100000,139792,39792
0,153246,165734,12488
0,96610,102399,5789
1,52925,69285,16360
1,37000,57802,20802
0,25687,49283,23596
0,105785,116236,10451
1,73986,102021,28035
0,35349,77891,42542
1,46370,87550,41180
0,22458,43467,21009
1,42794,46150,3356
1,74618,123038,48420
0,35615,37964,2349
0,48433,71411,22978
0,160707,203995,43288
0,34092,51858,17766
0,19442,39645,20203
0,24898,71200,46302
0,112754,129843,17089
1,11000,52324,41324
1,46254,78229,31975
1,23475,58010,34535
0,64137,74820,10683
1,72000,92562,20562
1,59298,82938,23640
0,72311,84608,12297
0,39042,53508,14466
0,79640,115913,36273
1,112481,116697,4216
1,87877,93874,5997
1,114509,157281,42772
1,100010,126286,26276
0,53140,56504,3364
1,106000,122052,16052
1,45989,58266,12277
0,174526,218520,43994
1,45694,93453,47759
1,160627,168995,8368
1,115123,164365,49242
1,29813,62766,32953
0,118316,148053,29737
1,81106,98193,17087
1,70000,82359,12359
1,84690,120915,36225
0,36966,62348,25382
0,108641,124754,16113
0,59828,90249,30421
0,21974,29907,7933
1,99333,127745,28412
0,90367,105081,14714
1,122509,160749,38240
1,168124,180800,12676
0,72300,103798,31498
0,109349,135476,26127
1,22000,56970,34970
0,115000,141733,26733
0,91709,140197,48488
0,66932,109394,42462
1,97518,109830,12312
1,13545,55644,42099
0,133924,183179,49255
0,54969,64041,9072
1,90410,134692,44282
0,39616,70839,31223
1,58600,74147,15547
0,123208,124701,1493
1,80707,126153,45446
0,40284,66644,26360
0,46183,64576,18393
0,41868,80372,38504
1,59207,105542,46335
0,120898,155969,35071
1,34950,62770,27820
0,18017,45033,27016
0,51959,64186,12227
1,134000,137546,3546
0,88400,108990,20590
0,66371,113663,47292
0,86612,120506,33894
0,10403,54751,44348
1,141514,167824,26310
1,48394,69958,21564
0,93428,121238,27810
0,11606,34583,22977
0,104646,111964,7318
1,118726,160732,42006
1,150300,159651,9351
0,105504,145698,40194
1,21561,60843,39282
0,122575,159756,37181
1,34840,36698,1858
1,35068,79158,44090
1,34000,46733,12733
1,146516,188929,42413
0,47678,73036,25358
0,75152,107563,32411
0,102815,146741,43926
0,62268,105463,43195
0,10413,47171,36758
1,100904,128609,27705
1,46000,92921,46921
1,65000,108396,43396
1,78000,88948,10948
1,42909,73002,30093
1,30000,78060,48060
1,41079,51100,10021
0,39700,82931,43231
1,71953,110766,38813
1,70718,101728,31010
0,83000,130525,47525
1,78508,111154,32646
0,98427,134334,35907
1,51000,74530,23530
0,115660,152344,36684
0,60130,106217,46087
0,100306,135635,35329
0,26683,45674,18991
1,103200,132652,29452
1,45160,54121,8961
0,80367,95378,15011
1,24513,34811,10298
1,19256,43081,23825
0,96234,119399,23165
0,22483,36115,13632
0,75627,91448,15821
0,136000,171475,35475
0,93256,112650,19394
1,61564,106763,45199
0,39102,45413,6311
0,20000,29309,9309
1,70809,78871,8062
1,107000,135568,28568
0,65553,103098,37545
1,78905,113163,34258
1,64952,80758,15806
1,11273,26478,15205
0,51555,62563,11008
1,33998,75943,41945
0,17761,19601,1840
0,28229,31200,2971
0,167404,194159,26755
0,60543,107865,47322
1,72455,104856,32401
1,114000,118941,4941
0,46845,58032,11187
0,16393,26276,9883
1,50535,82624,32089
0,97358,125838,28480
0,18314,66975,48661
1,162000,167532,5532
1,83466,102150,18684
0,95430,133402,37972
1,115251,153809,38558
0,88277,137007,48730
1,20654,30656,10002
0,126989,148145,21156
0,82606,91075,8469
1,72998,99710,26712
0,30652,73180,42528
1,51822,94862,43040
0,143831,156553,12722
0,11683,37963,26280
0,111721,115368,3647
0,116476,124793,8317
0,89922,127226,37304
1,62034,87906,25872
0,129957,136023,6066
1,197454,226332,28878
0,128431,154589,26158
1,94473,120228,25755
0,48917,76410,27493
1,40000,73399,33399
1,17000,61152,44152
0,85567,125596,40029
0,124583,148422,23839
0,90179,113857,23678
1,103139,145285,42146
0,87468,118149,30681
1,111043,138208,27165
0,76930,107661,30731
0,104753,107324,2571
1,165346,208390,43044
0,88405,128770,40365
1,16000,18680,2680
1,10593,38285,27692
1,136127,168530,32403
0,195311,242079,46768
0,12500,19121,6621
1,66100,111691,45591
1,50100,66761,16661
0,34375,65070,30695
1,126591,134697,8106
0,25203,73498,48295
1,61948,90973,29025
0,34760,54495,19735
1,110898,136619,25721
0,108538,126257,17719
1,54011,64578,10567
0,120888,137602,16714
0,41579,68653,27074
1,24597,61384,36787
0,135056,142381,7325
0,101305,135108,33803
1,30768,50565,19797
1,104832,151814,46982
1,59059,98266,39207
0,144088,166753,22665
1,19767,51075,31308
1,12505,49261,36756
1,132659,151441,18782
0,41514,41733,219
0,193910,218999,25089
0,75002,120470,45468
0,75167,114066,38899
0,11060,36502,25442
0,169983,184519,14536
0,16981,30118,13137
1,41042,86992,45950
1,34982,52614,17632
0,96832,116018,19186
0,16523,25929,9406
1,160763,192054,31291
0,14677,18279,3602
1,47000,70418,23418
0,22108,23531,1423
1,44345,94342,49997
0,45350,64234,18884
0,62365,88899,26534
0,138805,165048,26243
0,127855,166278,38423
0,110924,136442,25518
0,80649,88469,7820
0,73148,98080,24932
0,39450,41577,2127
1,12699,45023,32324
1,45529,74404,28875
0,41588,86002,44414
0,54789,59381,4592
1,53882,54846,964
1,28000,50567,22567
1,190494,219087,28593
0,63377,91003,27626
0,110070,151379,41309
0,58398,83703,25305
0,125998,131246,5248
0,76092,116030,39938
1,64073,67100,3027
0,102867,126596,23729
1,89027,126682,37655
1,83000,115995,32995
1,20595,53040,32445
0,25559,37872,12313
1,33319,59703,26384
1,31000,36740,5740
1,180500,230048,49548
1,31873,49493,17620
1,50000,72657,22657
0,26818,61277,34459
0,104302,144831,40529
1,65000,93341,28341
0,30308,70561,40253
0,103485,105564,2079
0,154503,155467,964
1,129000,174569,45569
1,79641,114699,35058
0,57901,79718,21817
0,122615,165621,43006
0,102082,111352,9270
0,63124,88902,25778
0,62392,63674,1282
1,41033,50858,9825
1,23554,64272,40718
0,53317,68947,15630
0,186899,235905,49006
0,53039,60902,7863
1,192428,224668,32240
1,28785,72255,43470
1,90543,110075,19532
0,150951,166094,15143
1,31050,73893,42843
1,75000,109150,34150
1,39320,88411,49091
0,76348,123511,47163
1,75158,108483,33325
0,41010,62408,21398
0,97207,98149,942
0,11635,34102,22467
0,48695,66178,17483
0,54761,71860,17099
1,16584,41472,24888
1,132045,167363,35318
0,61106,62837,1731
0,22517,51353,28836
0,22571,60556,37985
1,21577,40342,18765
1,32722,72519,39797
1,85319,128092,42773
0,43199,43383,184
0,50593,56535,5942
0,131020,136710,5690
1,87565,137364,49799
1,67764,79266,11502
1,38500,80568,42068
1,177739,186851,9112
0,108024,119166,11142
0,14376,33771,19395
0,14437,22348,7911
1,72000,106409,34409
0,67895,115349,47454
1,37801,70905,33104
0,158407,183637,25230
0,10684,13112,2428
0,51532,77408,25876
0,43781,60337,16556
1,124954,174263,49309
0,102121,124640,22519
1,148000,156198,8198
0,29680,62166,32486
1,144467,166654,22187
0,78856,82121,3265
0,20402,47627,27225
0,111430,147369,35939
1,165555,197725,32170
0,87500,115317,27817
0,34408,37085,2677
1,42336,68368,26032
1,22169,31459,9290
0,47482,91555,44073
0,48993,87965,38972
0,43920,82722,38802
0,143757,179045,35288
0,19930,40401,20471
0,10035,25337,15302
0,97196,108910,11714
0,36900,50418,13518
1,25913,28959,3046
0,38590,49021,10431
0,19487,60561,41074
1,41906,79519,37613
0,119787,160703,40916
1,46762,54363,7601
1,42000,62448,20448
0,146011,167839,21828
0,102788,128783,25995
1,28563,66199,37636
0,64712,76229,11517
0,58919,70010,11091
0,30596,38447,7851
0,97646,101140,3494
1,69524,90655,21131
1,10001,29213,19212
0,68066,97355,29289
1,87500,130054,42554
0,98612,102107,3495
0,28456,54572,26116
1,64318,113277,48959
1,26500,62143,35643
1,63435,74688,11253
0,138869,145003,6134
1,83783,97670,13887
0,65884,81236,15352
1,102000,131853,29853
1,59874,69176,9302
1,43466,54970,11504
1,62249,77164,14915
1,195402,221194,25792
1,91178,131983,40805
1,58069,86205,28136
0,96721,113765,17044
1,41662,85666,44004
1,180000,225551,45551
0,49047,68545,19498
0,101786,115001,13215
1,71634,117291,45657
1,55160,98286,43126
1,135675,142762,7087
1,70000,85474,15474
0,24252,33301,9049
0,51080,99212,48132
1,64329,68505,4176
1,25837,70922,45085
1,91481,110024,18543
0,26923,62988,36065
0,13053,17350,4297
1,58916,102855,43939
0,38056,69815,31759
0,148000,178687,30687
0,49217,93798,44581
1,79807,109175,29368
0,182292,187985,5693
0,195945,230573,34628
1,100522,147737,47215
1,60715,96517,35802
1,20471,22190,1719
0,73751,91714,17963
1,34981,40170,5189
0,25291,41190,15899
0,46608,70433,23825
0,28951,33622,4671
0,36863,52802,15939
1,20002,65933,45931
0,87275,105532,18257
1,149534,197308,47774
0,77679,86610,8931
0,84899,87979,3080
0,142600,170347,27747
1,10500,34738,24238
1,46722,62968,16246
1,92000,126627,34627
0,165306,170316,5010
1,16004,16556,552
1,38052,43297,5245
0,78723,101526,22803
0,57175,103001,45826
0,16751,48299,31548
1,114929,129617,14688
0,77776,79894,2118
0,73513,92152,18639
0,44284,76399,32115
0,114634,146703,32069
1,115497,134478,18981
0,115528,157844,42316
1,15120,17854,2734
1,12111,17389,5278
1,43600,72003,28403
0,27968,65717,37749
1,98258,98285,27
0,35401,37887,2486
1,55875,70483,14608
1,61390,66413,5023
0,77314,124834,47520
1,24486,46113,21627
0,62794,102437,39643
0,49838,67539,17701
0,41859,49189,7330
0,47094,89397,42303
0,54192,103238,49046
1,70995,112417,41422
0,21561,51823,30262
0,53703,86036,32333
0,109933,142180,32247
1,57094,103517,46423
0,70550,111771,41221
1,96516,102149,5633
0,79243,79871,628
0,60712,69767,9055
1,178336,193648,15312
0,67027,86966,19939
0,95569,141445,45876
0,26064,58822,32758
0,102087,122359,20272
1,83145,128139,44994
0,90631,115892,25261
0,134828,156888,22060
0,25450,73273,47823
1,65923,88488,22565
1,13182,26855,13673
1,50421,64870,14449
0,38925,48232,9307
0,36140,61536,25396
0,21732,69442,47710
1,60888,80465,19577
0,16710,45802,29092
1,160000,180702,20702
1,50181,57436,7255
1,17954,62283,44329
0,82916,110752,27836
0,100539,146270,45731
0,53926,78752,24826
1,59126,86921,27795
1,65554,83850,18296
0,29730,72000,42270
1,55363,66351,10988
1,19143,44803,25660
1,32000,34225,2225
1,26000,35462,9462
1,32008,57095,25087
0,34144,65219,31075
1,48810,96344,47534
0,39404,87880,48476
0,147287,164337,17050
1,195032,225908,30876
1,54000,67951,13951
1,74854,84327,9473
0,173112,190074,16962
1,100561,142758,42197
1,13361,27764,14403
0,160784,195495,34711
0,80164,90976,10812
1,48864,56464,7600
0,22311,36200,13889
1,53373,73215,19842
1,123400,143090,19690
1,30439,68916,38477
1,71800,76888,5088
0,50003,56783,6780
1,70334,94058,23724
1,25670,54525,28855
1,43000,76770,33770
1,56894,92149,35255
0,31024,50328,19304
0,78699,105888,27189
1,167000,211742,44742
0,14229,55314,41085
0,126840,147658,20818
1,137427,173600,36173
1,189283,220930,31647
1,72000,99649,27649
1,20400,37185,16785
1,56334,67922,11588
0,161099,167122,6023
0,126788,135974,9186
1,195667,196388,721
0,59745,97355,37610
1,35759,53002,17243
1,53400,89299,35899
0,100788,139369,38581
0,57099,57621,522
0,16746,56926,40180
0,85851,116551,30700
0,87541,105644,18103
0,43423,46417,2994
1,151214,167835,16621
1,14944,31776,16832
1,88285,102340,14055
0,35805,74263,38458
0,103903,115891,11988
1,31047,50098,19051
0,51347,75377,24030
1,30306,35081,4775
1,42718,48400,5682
1,42382,66944,24562
